Date,Hours,NO
13/02/18,19-20,20743
13/02/18,20-21,20448
13/02/18,21-22,20106
13/02/18,22-23,19431
13/02/18,23-00,18628
14/02/18,00-01,18084
14/02/18,01-02,17607
14/02/18,02-03,17355
14/02/18,03-04,17339
14/02/18,04-05,17607
14/02/18,05-06,17960
14/02/18,06-07,19227
14/02/18,07-08,20868
14/02/18,08-09,21126
14/02/18,09-10,20694
14/02/18,10-11,20564
14/02/18,11-12,20361
14/02/18,12-13,20098
14/02/18,13-14,19724
14/02/18,14-15,19738
14/02/18,15-16,19809
14/02/18,16-17,20029
14/02/18,17-18,20454
14/02/18,18-19,20573
14/02/18,19-20,20365
14/02/18,20-21,20083
14/02/18,21-22,19600
14/02/18,22-23,18775
14/02/18,23-00,17991
15/02/18,00-01,17707
15/02/18,01-02,17431
15/02/18,02-03,17271
15/02/18,03-04,17212
15/02/18,04-05,17486
15/02/18,05-06,18000
15/02/18,06-07,19497
15/02/18,07-08,20923
15/02/18,08-09,21297
15/02/18,09-10,21066
15/02/18,10-11,20983
15/02/18,11-12,20747
15/02/18,12-13,20613
15/02/18,13-14,20444
15/02/18,14-15,20504
15/02/18,15-16,20560
15/02/18,16-17,20688
15/02/18,17-18,20916
15/02/18,18-19,20847
15/02/18,19-20,20739
15/02/18,20-21,20609
15/02/18,21-22,20053
15/02/18,22-23,19458
15/02/18,23-00,18502
16/02/18,00-01,18001
16/02/18,01-02,17527
16/02/18,02-03,17362
16/02/18,03-04,17332
16/02/18,04-05,17507
16/02/18,05-06,18034
16/02/18,06-07,19359
16/02/18,07-08,21048
16/02/18,08-09,21409
16/02/18,09-10,21320
16/02/18,10-11,21222
16/02/18,11-12,20889
16/02/18,12-13,20464
16/02/18,13-14,20126
16/02/18,14-15,20093
16/02/18,15-16,20094
16/02/18,16-17,20125
16/02/18,17-18,20515
16/02/18,18-19,20588
16/02/18,19-20,20484
16/02/18,20-21,19869
16/02/18,21-22,19310
16/02/18,22-23,18751
16/02/18,23-00,18299
17/02/18,00-01,17864
17/02/18,01-02,17536
17/02/18,02-03,17480
17/02/18,03-04,17462
17/02/18,04-05,17554
17/02/18,05-06,17736
17/02/18,06-07,18174
17/02/18,07-08,18739
17/02/18,08-09,19294
17/02/18,09-10,19905
17/02/18,10-11,20079
17/02/18,11-12,19830
17/02/18,12-13,19487
17/02/18,13-14,19227
17/02/18,14-15,19158
17/02/18,15-16,19140
17/02/18,16-17,19374
17/02/18,17-18,19852
17/02/18,18-19,20126
17/02/18,19-20,19677
17/02/18,20-21,19218
17/02/18,21-22,18736
17/02/18,22-23,18402
17/02/18,23-00,17928
18/02/18,00-01,17308
18/02/18,01-02,17169
18/02/18,02-03,17013
18/02/18,03-04,17000
18/02/18,04-05,17106
18/02/18,05-06,17193
18/02/18,06-07,17506
18/02/18,07-08,17848
18/02/18,08-09,18215
18/02/18,09-10,18856
18/02/18,10-11,19162
18/02/18,11-12,19074
18/02/18,12-13,18806
18/02/18,13-14,18626
18/02/18,14-15,18698
18/02/18,15-16,18679
18/02/18,16-17,18910
18/02/18,17-18,19237
18/02/18,18-19,19503
18/02/18,19-20,19405
18/02/18,20-21,19305
18/02/18,21-22,18882
18/02/18,22-23,18273
18/02/18,23-00,17847
19/02/18,00-01,17436
19/02/18,01-02,17274
19/02/18,02-03,17229
19/02/18,03-04,17254
19/02/18,04-05,17408
19/02/18,05-06,17987
19/02/18,06-07,19486
19/02/18,07-08,20828
19/02/18,08-09,21257
19/02/18,09-10,21376
19/02/18,10-11,21148
19/02/18,11-12,20880
19/02/18,12-13,20653
19/02/18,13-14,20366
19/02/18,14-15,20225
19/02/18,15-16,20239
19/02/18,16-17,20264
19/02/18,17-18,20635
19/02/18,18-19,20878
19/02/18,19-20,20763
19/02/18,20-21,20514
19/02/18,21-22,20079
19/02/18,22-23,19397
19/02/18,23-00,18647
20/02/18,00-01,18055
20/02/18,01-02,17762
20/02/18,02-03,17698
20/02/18,03-04,17745
20/02/18,04-05,17939
20/02/18,05-06,18443
20/02/18,06-07,19785
20/02/18,07-08,21233
20/02/18,08-09,21571
20/02/18,09-10,21650
20/02/18,10-11,21542
20/02/18,11-12,21251
20/02/18,12-13,20936
20/02/18,13-14,20746
20/02/18,14-15,20619
20/02/18,15-16,20706
20/02/18,16-17,20866
20/02/18,17-18,21128
20/02/18,18-19,21084
20/02/18,19-20,20950
20/02/18,20-21,20679
20/02/18,21-22,20302
20/02/18,22-23,19667
20/02/18,23-00,18770
21/02/18,00-01,18286
21/02/18,01-02,18109
21/02/18,02-03,18067
21/02/18,03-04,17937
21/02/18,04-05,18005
21/02/18,05-06,18627
21/02/18,06-07,20342
21/02/18,07-08,21621
21/02/18,08-09,21842
21/02/18,09-10,21853
21/02/18,10-11,21574
21/02/18,11-12,21180
21/02/18,12-13,20760
21/02/18,13-14,20546
21/02/18,14-15,20515
21/02/18,15-16,20429
21/02/18,16-17,20647
21/02/18,17-18,20905
21/02/18,18-19,20968
21/02/18,19-20,20748
21/02/18,20-21,20540
21/02/18,21-22,20171
21/02/18,22-23,19484
21/02/18,23-00,18845
22/02/18,00-01,18196
22/02/18,01-02,17880
22/02/18,02-03,17866
22/02/18,03-04,17838
22/02/18,04-05,17941
22/02/18,05-06,18833
22/02/18,06-07,20282
22/02/18,07-08,21450
22/02/18,08-09,22136
22/02/18,09-10,21854
22/02/18,10-11,21510
22/02/18,11-12,20823
22/02/18,12-13,20726
22/02/18,13-14,20499
22/02/18,14-15,20277
22/02/18,15-16,20305
22/02/18,16-17,20422
22/02/18,17-18,20719
22/02/18,18-19,21045
22/02/18,19-20,21021
22/02/18,20-21,20798
22/02/18,21-22,20372
22/02/18,22-23,19766
22/02/18,23-00,19055
23/02/18,00-01,18490
23/02/18,01-02,18209
23/02/18,02-03,18085
23/02/18,03-04,18055
23/02/18,04-05,18232
23/02/18,05-06,18747
23/02/18,06-07,20070
23/02/18,07-08,21382
23/02/18,08-09,21836
23/02/18,09-10,21897
23/02/18,10-11,21709
23/02/18,11-12,21261
23/02/18,12-13,20966
23/02/18,13-14,20495
23/02/18,14-15,20209
23/02/18,15-16,20028
23/02/18,16-17,20067
23/02/18,17-18,20398
23/02/18,18-19,20718
23/02/18,19-20,20547
23/02/18,20-21,20072
23/02/18,21-22,19384
23/02/18,22-23,18816
23/02/18,23-00,18240
24/02/18,00-01,17718
24/02/18,01-02,17649
24/02/18,02-03,17465
24/02/18,03-04,17408
24/02/18,04-05,17565
24/02/18,05-06,17829
24/02/18,06-07,18390
24/02/18,07-08,18839
24/02/18,08-09,19364
24/02/18,09-10,19937
24/02/18,10-11,20132
24/02/18,11-12,19887
24/02/18,12-13,19790
24/02/18,13-14,19729
24/02/18,14-15,19538
24/02/18,15-16,19536
24/02/18,16-17,19735
24/02/18,17-18,20198
24/02/18,18-19,20522
24/02/18,19-20,20125
24/02/18,20-21,19692
24/02/18,21-22,19247
24/02/18,22-23,18864
24/02/18,23-00,18480
25/02/18,00-01,18039
25/02/18,01-02,17786
25/02/18,02-03,17770
25/02/18,03-04,17739
25/02/18,04-05,17799
25/02/18,05-06,18006
25/02/18,06-07,18393
25/02/18,07-08,18787
25/02/18,08-09,19103
25/02/18,09-10,19634
25/02/18,10-11,19790
25/02/18,11-12,19553
25/02/18,12-13,19324
25/02/18,13-14,19115
25/02/18,14-15,19165
25/02/18,15-16,19246
25/02/18,16-17,19521
25/02/18,17-18,19913
25/02/18,18-19,20803
25/02/18,19-20,20854
25/02/18,20-21,20730
25/02/18,21-22,20339
25/02/18,22-23,19936
25/02/18,23-00,19305
26/02/18,00-01,19103
26/02/18,01-02,18913
26/02/18,02-03,18809
26/02/18,03-04,18934
26/02/18,04-05,19191
26/02/18,05-06,19841
26/02/18,06-07,21409
26/02/18,07-08,23027
26/02/18,08-09,23604
26/02/18,09-10,23328
26/02/18,10-11,23034
26/02/18,11-12,22524
26/02/18,12-13,21896
26/02/18,13-14,21333
26/02/18,14-15,21222
26/02/18,15-16,21110
26/02/18,16-17,21193
26/02/18,17-18,21383
26/02/18,18-19,21809
26/02/18,19-20,21776
26/02/18,20-21,21599
26/02/18,21-22,21111
26/02/18,22-23,20652
26/02/18,23-00,20035
27/02/18,00-01,19452
27/02/18,01-02,19106
27/02/18,02-03,19183
27/02/18,03-04,19175
27/02/18,04-05,19323
27/02/18,05-06,19658
27/02/18,06-07,21118
27/02/18,07-08,22673
27/02/18,08-09,22958
27/02/18,09-10,22726
27/02/18,10-11,22491
27/02/18,11-12,22166
27/02/18,12-13,21904
27/02/18,13-14,21844
27/02/18,14-15,21856
27/02/18,15-16,21830
27/02/18,16-17,22076
27/02/18,17-18,22376
27/02/18,18-19,22759
27/02/18,19-20,22676
27/02/18,20-21,22430
27/02/18,21-22,22123
27/02/18,22-23,21797
27/02/18,23-00,20896
28/02/18,00-01,20718
28/02/18,01-02,20421
28/02/18,02-03,20293
28/02/18,03-04,20294
28/02/18,04-05,20371
28/02/18,05-06,20660
28/02/18,06-07,22276
28/02/18,07-08,23404
28/02/18,08-09,23882
28/02/18,09-10,23708
28/02/18,10-11,23392
28/02/18,11-12,23067
28/02/18,12-13,22693
28/02/18,13-14,22446
28/02/18,14-15,22329
28/02/18,15-16,22177
28/02/18,16-17,22369
28/02/18,17-18,22507
28/02/18,18-19,22856
28/02/18,19-20,22865
28/02/18,20-21,22710
28/02/18,21-22,22315
28/02/18,22-23,21829
28/02/18,23-00,21093
01/03/18,00-01,20578
01/03/18,01-02,20346
01/03/18,02-03,20294
01/03/18,03-04,20197
01/03/18,04-05,20328
01/03/18,05-06,20779
01/03/18,06-07,22207
01/03/18,07-08,23650
01/03/18,08-09,24108
01/03/18,09-10,24010
01/03/18,10-11,23616
01/03/18,11-12,23152
01/03/18,12-13,22880
01/03/18,13-14,22461
01/03/18,14-15,22266
01/03/18,15-16,21925
01/03/18,16-17,22074
01/03/18,17-18,22229
01/03/18,18-19,22736
01/03/18,19-20,22650
01/03/18,20-21,22530
01/03/18,21-22,22125
01/03/18,22-23,21582
01/03/18,23-00,21028
02/03/18,00-01,20504
02/03/18,01-02,20295
02/03/18,02-03,20178
02/03/18,03-04,20158
02/03/18,04-05,20126
02/03/18,05-06,20580
02/03/18,06-07,22108
02/03/18,07-08,23384
02/03/18,08-09,23650
02/03/18,09-10,23730
02/03/18,10-11,23510
02/03/18,11-12,22711
02/03/18,12-13,22490
02/03/18,13-14,22321
02/03/18,14-15,22110
02/03/18,15-16,21804
02/03/18,16-17,21822
02/03/18,17-18,21983
02/03/18,18-19,22382
02/03/18,19-20,22170
02/03/18,20-21,21537
02/03/18,21-22,20942
02/03/18,22-23,20508
02/03/18,23-00,19729
03/03/18,00-01,19391
03/03/18,01-02,19060
03/03/18,02-03,18920
03/03/18,03-04,18872
03/03/18,04-05,18909
03/03/18,05-06,19138
03/03/18,06-07,19546
03/03/18,07-08,19956
03/03/18,08-09,20651
03/03/18,09-10,21181
03/03/18,10-11,21422
03/03/18,11-12,21255
03/03/18,12-13,20995
03/03/18,13-14,20715
03/03/18,14-15,20523
03/03/18,15-16,20470
03/03/18,16-17,20616
03/03/18,17-18,20962
03/03/18,18-19,21397
03/03/18,19-20,21276
03/03/18,20-21,20737
03/03/18,21-22,20262
03/03/18,22-23,19791
03/03/18,23-00,19181
04/03/18,00-01,18804
04/03/18,01-02,18621
04/03/18,02-03,18522
04/03/18,03-04,18535
04/03/18,04-05,18561
04/03/18,05-06,18607
04/03/18,06-07,18878
04/03/18,07-08,19059
04/03/18,08-09,19595
04/03/18,09-10,20075
04/03/18,10-11,20117
04/03/18,11-12,19815
04/03/18,12-13,19504
04/03/18,13-14,19216
04/03/18,14-15,19111
04/03/18,15-16,19181
04/03/18,16-17,19361
04/03/18,17-18,19736
04/03/18,18-19,20358
04/03/18,19-20,20477
04/03/18,20-21,20307
04/03/18,21-22,20025
04/03/18,22-23,19529
04/03/18,23-00,18957
05/03/18,00-01,18445
05/03/18,01-02,18316
05/03/18,02-03,18187
05/03/18,03-04,18231
05/03/18,04-05,18433
05/03/18,05-06,18952
05/03/18,06-07,20443
05/03/18,07-08,22199
05/03/18,08-09,22652
05/03/18,09-10,22523
05/03/18,10-11,22313
05/03/18,11-12,22098
05/03/18,12-13,21886
05/03/18,13-14,21551
05/03/18,14-15,21506
05/03/18,15-16,21477
05/03/18,16-17,21532
05/03/18,17-18,21576
05/03/18,18-19,21813
05/03/18,19-20,21767
05/03/18,20-21,21531
05/03/18,21-22,21042
05/03/18,22-23,20256
05/03/18,23-00,19499
06/03/18,00-01,18942
06/03/18,01-02,18595
06/03/18,02-03,18400
06/03/18,03-04,18440
06/03/18,04-05,18632
06/03/18,05-06,19420
06/03/18,06-07,20925
06/03/18,07-08,22283
06/03/18,08-09,22580
06/03/18,09-10,22340
06/03/18,10-11,22025
06/03/18,11-12,21784
06/03/18,12-13,21684
06/03/18,13-14,21498
06/03/18,14-15,21289
06/03/18,15-16,21302
06/03/18,16-17,21237
06/03/18,17-18,21223
06/03/18,18-19,21461
06/03/18,19-20,21439
06/03/18,20-21,21215
06/03/18,21-22,20672
06/03/18,22-23,20003
06/03/18,23-00,19135
07/03/18,00-01,18577
07/03/18,01-02,18237
07/03/18,02-03,18062
07/03/18,03-04,18065
07/03/18,04-05,18125
07/03/18,05-06,18708
07/03/18,06-07,20178
07/03/18,07-08,21655
07/03/18,08-09,21992
07/03/18,09-10,21775
07/03/18,10-11,21449
07/03/18,11-12,21315
07/03/18,12-13,20984
07/03/18,13-14,20797
07/03/18,14-15,20762
07/03/18,15-16,20840
07/03/18,16-17,20959
07/03/18,17-18,21485
07/03/18,18-19,21157
07/03/18,19-20,21146
07/03/18,20-21,20687
07/03/18,21-22,20236
07/03/18,22-23,19490
07/03/18,23-00,18493
08/03/18,00-01,18097
08/03/18,01-02,17742
08/03/18,02-03,17573
08/03/18,03-04,17610
08/03/18,04-05,17793
08/03/18,05-06,18272
08/03/18,06-07,19770
08/03/18,07-08,21231
08/03/18,08-09,21646
08/03/18,09-10,21499
08/03/18,10-11,21382
08/03/18,11-12,21065
08/03/18,12-13,20837
08/03/18,13-14,20759
08/03/18,14-15,20418
08/03/18,15-16,20434
08/03/18,16-17,20635
08/03/18,17-18,20723
08/03/18,18-19,20977
08/03/18,19-20,20893
08/03/18,20-21,20501
08/03/18,21-22,20051
08/03/18,22-23,19395
08/03/18,23-00,18531
09/03/18,00-01,18029
09/03/18,01-02,17773
09/03/18,02-03,17648
09/03/18,03-04,17647
09/03/18,04-05,17840
09/03/18,05-06,18423
09/03/18,06-07,19890
09/03/18,07-08,21352
09/03/18,08-09,21761
09/03/18,09-10,21438
09/03/18,10-11,21125
09/03/18,11-12,20586
09/03/18,12-13,20487
09/03/18,13-14,20193
09/03/18,14-15,20204
09/03/18,15-16,19959
09/03/18,16-17,19979
09/03/18,17-18,19999
09/03/18,18-19,20488
09/03/18,19-20,20549
09/03/18,20-21,20215
09/03/18,21-22,19670
09/03/18,22-23,19130
09/03/18,23-00,18670
10/03/18,00-01,17987
10/03/18,01-02,17732
10/03/18,02-03,17443
10/03/18,03-04,17545
10/03/18,04-05,17635
10/03/18,05-06,17915
10/03/18,06-07,18160
10/03/18,07-08,18652
10/03/18,08-09,19321
10/03/18,09-10,19816
10/03/18,10-11,19952
10/03/18,11-12,19663
10/03/18,12-13,19235
10/03/18,13-14,19018
10/03/18,14-15,18783
10/03/18,15-16,18585
10/03/18,16-17,18626
10/03/18,17-18,18981
10/03/18,18-19,19696
10/03/18,19-20,19825
10/03/18,20-21,19253
10/03/18,21-22,18807
10/03/18,22-23,18452
10/03/18,23-00,18159
11/03/18,00-01,17771
11/03/18,01-02,17484
11/03/18,02-03,17343
11/03/18,03-04,17327
11/03/18,04-05,17324
11/03/18,05-06,17468
11/03/18,06-07,17634
11/03/18,07-08,17819
11/03/18,08-09,18566
11/03/18,09-10,19249
11/03/18,10-11,19427
11/03/18,11-12,19362
11/03/18,12-13,19279
11/03/18,13-14,19322
11/03/18,14-15,19304
11/03/18,15-16,19327
11/03/18,16-17,19406
11/03/18,17-18,19657
11/03/18,18-19,20019
11/03/18,19-20,20050
11/03/18,20-21,19914
11/03/18,21-22,19656
11/03/18,22-23,19197
11/03/18,23-00,18524
12/03/18,00-01,17936
12/03/18,01-02,17581
12/03/18,02-03,17498
12/03/18,03-04,17464
12/03/18,04-05,17588
12/03/18,05-06,18228
12/03/18,06-07,19672
12/03/18,07-08,21210
12/03/18,08-09,21456
12/03/18,09-10,21273
12/03/18,10-11,21009
12/03/18,11-12,20729
12/03/18,12-13,20538
12/03/18,13-14,20278
12/03/18,14-15,20062
12/03/18,15-16,20026
12/03/18,16-17,20081
12/03/18,17-18,20083
12/03/18,18-19,20247
12/03/18,19-20,20396
12/03/18,20-21,20092
12/03/18,21-22,19532
12/03/18,22-23,18865
12/03/18,23-00,18031
13/03/18,00-01,17542
13/03/18,01-02,17252
13/03/18,02-03,17100
13/03/18,03-04,17099
13/03/18,04-05,17360
13/03/18,05-06,17925
13/03/18,06-07,19365
13/03/18,07-08,20816
13/03/18,08-09,21181
13/03/18,09-10,20829
13/03/18,10-11,20264
13/03/18,11-12,19854
13/03/18,12-13,19543
13/03/18,13-14,19241
13/03/18,14-15,19191
13/03/18,15-16,19121
13/03/18,16-17,19299
13/03/18,17-18,19435
13/03/18,18-19,19756
13/03/18,19-20,20073
13/03/18,20-21,19831
13/03/18,21-22,19458
13/03/18,22-23,18810
13/03/18,23-00,18126
14/03/18,00-01,17719
14/03/18,01-02,17510
14/03/18,02-03,17470
14/03/18,03-04,17581
14/03/18,04-05,17768
14/03/18,05-06,18356
14/03/18,06-07,19743
14/03/18,07-08,21232
14/03/18,08-09,21409
14/03/18,09-10,21037
14/03/18,10-11,20461
14/03/18,11-12,19974
14/03/18,12-13,19480
14/03/18,13-14,19214
14/03/18,14-15,19190
14/03/18,15-16,19114
14/03/18,16-17,19269
14/03/18,17-18,19407
14/03/18,18-19,19787
14/03/18,19-20,20154
14/03/18,20-21,19903
14/03/18,21-22,19406
14/03/18,22-23,18743
14/03/18,23-00,18268
15/03/18,00-01,17696
15/03/18,01-02,17478
15/03/18,02-03,17449
15/03/18,03-04,17514
15/03/18,04-05,17738
15/03/18,05-06,18218
15/03/18,06-07,19596
15/03/18,07-08,21075
15/03/18,08-09,21293
15/03/18,09-10,21036
15/03/18,10-11,20612
15/03/18,11-12,20131
15/03/18,12-13,19787
15/03/18,13-14,19555
15/03/18,14-15,19571
15/03/18,15-16,19652
15/03/18,16-17,19698
15/03/18,17-18,19977
15/03/18,18-19,20235
15/03/18,19-20,20539
15/03/18,20-21,20442
15/03/18,21-22,20200
15/03/18,22-23,19669
15/03/18,23-00,18936
16/03/18,00-01,18367
16/03/18,01-02,18187
16/03/18,02-03,18236
16/03/18,03-04,18410
16/03/18,04-05,18700
16/03/18,05-06,19303
16/03/18,06-07,20817
16/03/18,07-08,22273
16/03/18,08-09,22663
16/03/18,09-10,22179
16/03/18,10-11,21499
16/03/18,11-12,21043
16/03/18,12-13,20675
16/03/18,13-14,20298
16/03/18,14-15,20057
16/03/18,15-16,19815
16/03/18,16-17,19774
16/03/18,17-18,20037
16/03/18,18-19,20616
16/03/18,19-20,21166
16/03/18,20-21,20983
16/03/18,21-22,20438
16/03/18,22-23,19910
16/03/18,23-00,19510
17/03/18,00-01,19116
17/03/18,01-02,18941
17/03/18,02-03,18727
17/03/18,03-04,18656
17/03/18,04-05,19104
17/03/18,05-06,19225
17/03/18,06-07,19569
17/03/18,07-08,20052
17/03/18,08-09,20551
17/03/18,09-10,20646
17/03/18,10-11,20572
17/03/18,11-12,20287
17/03/18,12-13,19789
17/03/18,13-14,19301
17/03/18,14-15,18994
17/03/18,15-16,18796
17/03/18,16-17,18921
17/03/18,17-18,19202
17/03/18,18-19,20025
17/03/18,19-20,19982
17/03/18,20-21,19974
17/03/18,21-22,19677
17/03/18,22-23,19275
17/03/18,23-00,19003
18/03/18,00-01,18664
18/03/18,01-02,18559
18/03/18,02-03,18540
18/03/18,03-04,18602
18/03/18,04-05,18713
18/03/18,05-06,18911
18/03/18,06-07,19130
18/03/18,07-08,19433
18/03/18,08-09,19680
18/03/18,09-10,19830
18/03/18,10-11,19710
18/03/18,11-12,19493
18/03/18,12-13,19082
18/03/18,13-14,18810
18/03/18,14-15,18493
18/03/18,15-16,18372
18/03/18,16-17,18346
18/03/18,17-18,18711
18/03/18,18-19,19266
18/03/18,19-20,19617
18/03/18,20-21,19543
18/03/18,21-22,19388
18/03/18,22-23,18990
18/03/18,23-00,18374
19/03/18,00-01,18014
19/03/18,01-02,17579
19/03/18,02-03,17476
19/03/18,03-04,17531
19/03/18,04-05,17722
19/03/18,05-06,18497
19/03/18,06-07,19722
19/03/18,07-08,21335
19/03/18,08-09,21725
19/03/18,09-10,21365
19/03/18,10-11,20942
19/03/18,11-12,20492
19/03/18,12-13,19908
19/03/18,13-14,19651
19/03/18,14-15,19541
19/03/18,15-16,19468
19/03/18,16-17,19345
19/03/18,17-18,19204
19/03/18,18-19,19422
19/03/18,19-20,19951
19/03/18,20-21,19906
19/03/18,21-22,19394
19/03/18,22-23,18825
19/03/18,23-00,17892
20/03/18,00-01,17197
20/03/18,01-02,16980
20/03/18,02-03,17124
20/03/18,03-04,17072
20/03/18,04-05,17482
20/03/18,05-06,18138
20/03/18,06-07,19331
20/03/18,07-08,20792
20/03/18,08-09,20869
20/03/18,09-10,20251
20/03/18,10-11,19798
20/03/18,11-12,19213
20/03/18,12-13,18794
20/03/18,13-14,18372
20/03/18,14-15,18559
20/03/18,15-16,18633
20/03/18,16-17,18650
20/03/18,17-18,18851
20/03/18,18-19,19160
20/03/18,19-20,19524
20/03/18,20-21,19424
20/03/18,21-22,19120
20/03/18,22-23,18534
20/03/18,23-00,17759
21/03/18,00-01,17214
21/03/18,01-02,16857
21/03/18,02-03,16695
21/03/18,03-04,16770
21/03/18,04-05,17051
21/03/18,05-06,17433
21/03/18,06-07,18829
21/03/18,07-08,20329
21/03/18,08-09,20312
21/03/18,09-10,19909
21/03/18,10-11,19404
21/03/18,11-12,19154
21/03/18,12-13,18990
21/03/18,13-14,18772
21/03/18,14-15,18903
21/03/18,15-16,18987
21/03/18,16-17,18961
21/03/18,17-18,19205
21/03/18,18-19,19365
21/03/18,19-20,19489
21/03/18,20-21,19276
21/03/18,21-22,18877
21/03/18,22-23,18159
21/03/18,23-00,17335
22/03/18,00-01,16923
22/03/18,01-02,16719
22/03/18,02-03,16502
22/03/18,03-04,16516
22/03/18,04-05,16604
22/03/18,05-06,17188
22/03/18,06-07,18554
22/03/18,07-08,19900
22/03/18,08-09,19961
22/03/18,09-10,19560
22/03/18,10-11,19201
22/03/18,11-12,18706
22/03/18,12-13,18406
22/03/18,13-14,18120
22/03/18,14-15,18003
22/03/18,15-16,18096
22/03/18,16-17,18244
22/03/18,17-18,18413
22/03/18,18-19,18723
22/03/18,19-20,19333
22/03/18,20-21,19179
22/03/18,21-22,18804
22/03/18,22-23,18220
22/03/18,23-00,17403
23/03/18,00-01,16789
23/03/18,01-02,16488
23/03/18,02-03,16403
23/03/18,03-04,16443
23/03/18,04-05,16660
23/03/18,05-06,17294
23/03/18,06-07,18588
23/03/18,07-08,19957
23/03/18,08-09,20184
23/03/18,09-10,20002
23/03/18,10-11,19751
23/03/18,11-12,19496
23/03/18,12-13,19210
23/03/18,13-14,19071
23/03/18,14-15,18952
23/03/18,15-16,18880
23/03/18,16-17,18802
23/03/18,17-18,18838
23/03/18,18-19,19036
23/03/18,19-20,19079
23/03/18,20-21,18676
23/03/18,21-22,17980
23/03/18,22-23,17421
23/03/18,23-00,17021
24/03/18,00-01,16586
24/03/18,01-02,16270
24/03/18,02-03,16075
24/03/18,03-04,15971
24/03/18,04-05,16091
24/03/18,05-06,16210
24/03/18,06-07,16358
24/03/18,07-08,16697
24/03/18,08-09,17197
24/03/18,09-10,17574
24/03/18,10-11,17594
24/03/18,11-12,17257
24/03/18,12-13,16935
24/03/18,13-14,16751
24/03/18,14-15,16348
24/03/18,15-16,16443
24/03/18,16-17,16542
24/03/18,17-18,16841
24/03/18,18-19,17293
24/03/18,19-20,17610
24/03/18,20-21,17289
24/03/18,21-22,17005
24/03/18,22-23,16594
24/03/18,23-00,16229
25/03/18,00-01,15985
25/03/18,01-02,15720
25/03/18,02-03,15595
25/03/18,03-04,15612
25/03/18,04-05,15840
25/03/18,05-06,16085
25/03/18,06-07,16128
25/03/18,07-08,16312
25/03/18,08-09,16731
25/03/18,09-10,16830
25/03/18,10-11,16489
25/03/18,11-12,16311
25/03/18,12-13,16300
25/03/18,13-14,16071
25/03/18,14-15,16052
25/03/18,15-16,16055
25/03/18,16-17,16175
25/03/18,17-18,16326
25/03/18,18-19,16738
25/03/18,19-20,17292
25/03/18,20-21,17127
25/03/18,21-22,16789
25/03/18,22-23,16467
25/03/18,23-00,16169
26/03/18,00-01,15914
26/03/18,01-02,15781
26/03/18,02-03,15883
26/03/18,03-04,16012
26/03/18,04-05,16464
26/03/18,05-06,17621
26/03/18,06-07,18599
26/03/18,07-08,19515
26/03/18,08-09,19731
26/03/18,09-10,19562
26/03/18,10-11,19327
26/03/18,11-12,18935
26/03/18,12-13,18508
26/03/18,13-14,18465
26/03/18,14-15,18265
26/03/18,15-16,18026
26/03/18,16-17,18139
26/03/18,17-18,18227
26/03/18,18-19,18564
26/03/18,19-20,18851
26/03/18,20-21,18566
26/03/18,21-22,18077
26/03/18,22-23,17515
26/03/18,23-00,17200
27/03/18,00-01,16894
27/03/18,01-02,16808
27/03/18,02-03,16894
27/03/18,03-04,17077
27/03/18,04-05,17903
27/03/18,05-06,19088
27/03/18,06-07,19940
27/03/18,07-08,20391
27/03/18,08-09,20249
27/03/18,09-10,19907
27/03/18,10-11,19702
27/03/18,11-12,19082
27/03/18,12-13,18698
27/03/18,13-14,18442
27/03/18,14-15,18157
27/03/18,15-16,17872
27/03/18,16-17,17812
27/03/18,17-18,17958
27/03/18,18-19,18204
27/03/18,19-20,18793
27/03/18,20-21,18555
27/03/18,21-22,18027
27/03/18,22-23,17744
27/03/18,23-00,17092
28/03/18,00-01,17014
28/03/18,01-02,16993
28/03/18,02-03,17174
28/03/18,03-04,17378
28/03/18,04-05,17742
28/03/18,05-06,18795
28/03/18,06-07,19652
28/03/18,07-08,20180
28/03/18,08-09,20116
28/03/18,09-10,19778
28/03/18,10-11,19344
28/03/18,11-12,18709
28/03/18,12-13,18317
28/03/18,13-14,17959
28/03/18,14-15,17580
28/03/18,15-16,17408
28/03/18,16-17,17255
28/03/18,17-18,17422
28/03/18,18-19,17827
28/03/18,19-20,18143
28/03/18,20-21,17738
28/03/18,21-22,17472
28/03/18,22-23,17141
28/03/18,23-00,17028
29/03/18,00-01,16768
29/03/18,01-02,16636
29/03/18,02-03,16777
29/03/18,03-04,17134
29/03/18,04-05,17344
29/03/18,05-06,17937
29/03/18,06-07,18481
29/03/18,07-08,18739
29/03/18,08-09,18850
29/03/18,09-10,18556
29/03/18,10-11,18091
29/03/18,11-12,17696
29/03/18,12-13,17204
29/03/18,13-14,17125
29/03/18,14-15,16611
29/03/18,15-16,16800
29/03/18,16-17,16670
29/03/18,17-18,16822
29/03/18,18-19,17091
29/03/18,19-20,17465
29/03/18,20-21,17427
29/03/18,21-22,17264
29/03/18,22-23,17014
29/03/18,23-00,16876
30/03/18,00-01,16761
30/03/18,01-02,16728
30/03/18,02-03,16730
30/03/18,03-04,16922
30/03/18,04-05,17237
30/03/18,05-06,17850
30/03/18,06-07,18295
30/03/18,07-08,18512
30/03/18,08-09,18632
30/03/18,09-10,18397
30/03/18,10-11,17974
30/03/18,11-12,17439
30/03/18,12-13,17025
30/03/18,13-14,16789
30/03/18,14-15,16615
