Date,Hours,NO
03/10/17,10-11,14807
03/10/17,11-12,14634
03/10/17,12-13,14472
03/10/17,13-14,14228
03/10/17,14-15,14156
03/10/17,15-16,14262
03/10/17,16-17,14181
03/10/17,17-18,14413
03/10/17,18-19,14695
03/10/17,19-20,14354
03/10/17,20-21,13891
03/10/17,21-22,13443
03/10/17,22-23,12722
03/10/17,23-00,12164
04/10/17,00-01,11888
04/10/17,01-02,11745
04/10/17,02-03,11742
04/10/17,03-04,11975
04/10/17,04-05,12352
04/10/17,05-06,13567
04/10/17,06-07,15047
04/10/17,07-08,15459
04/10/17,08-09,15459
04/10/17,09-10,15276
04/10/17,10-11,15040
04/10/17,11-12,14934
04/10/17,12-13,14769
04/10/17,13-14,14759
04/10/17,14-15,14814
04/10/17,15-16,14812
04/10/17,16-17,14900
04/10/17,17-18,15045
04/10/17,18-19,15297
04/10/17,19-20,15176
04/10/17,20-21,14786
04/10/17,21-22,14080
04/10/17,22-23,13277
04/10/17,23-00,12842
05/10/17,00-01,12525
05/10/17,01-02,12427
05/10/17,02-03,12493
05/10/17,03-04,12667
05/10/17,04-05,13081
05/10/17,05-06,14325
05/10/17,06-07,15661
05/10/17,07-08,15954
05/10/17,08-09,15976
05/10/17,09-10,15697
05/10/17,10-11,15294
05/10/17,11-12,15021
05/10/17,12-13,14949
05/10/17,13-14,14840
05/10/17,14-15,14547
05/10/17,15-16,14636
05/10/17,16-17,14730
05/10/17,17-18,14951
05/10/17,18-19,15284
05/10/17,19-20,15097
05/10/17,20-21,14832
05/10/17,21-22,14230
05/10/17,22-23,13482
05/10/17,23-00,12882
06/10/17,00-01,12669
06/10/17,01-02,12498
06/10/17,02-03,12585
06/10/17,03-04,12650
06/10/17,04-05,13095
06/10/17,05-06,14200
06/10/17,06-07,15352
06/10/17,07-08,15732
06/10/17,08-09,15596
06/10/17,09-10,15409
06/10/17,10-11,15123
06/10/17,11-12,14985
06/10/17,12-13,14766
06/10/17,13-14,14397
06/10/17,14-15,14262
06/10/17,15-16,14349
06/10/17,16-17,14367
06/10/17,17-18,14397
06/10/17,18-19,14739
06/10/17,19-20,14281
06/10/17,20-21,13933
06/10/17,21-22,13434
06/10/17,22-23,12981
06/10/17,23-00,12550
07/10/17,00-01,12314
07/10/17,01-02,12217
07/10/17,02-03,12169
07/10/17,03-04,12228
07/10/17,04-05,12366
07/10/17,05-06,12730
07/10/17,06-07,13053
07/10/17,07-08,13619
07/10/17,08-09,14378
07/10/17,09-10,14626
07/10/17,10-11,14511
07/10/17,11-12,14341
07/10/17,12-13,14065
07/10/17,13-14,13790
07/10/17,14-15,13639
07/10/17,15-16,13617
07/10/17,16-17,13817
07/10/17,17-18,14330
07/10/17,18-19,14607
07/10/17,19-20,14249
07/10/17,20-21,13919
07/10/17,21-22,13572
07/10/17,22-23,13300
07/10/17,23-00,12886
08/10/17,00-01,12574
08/10/17,01-02,12472
08/10/17,02-03,12393
08/10/17,03-04,12497
08/10/17,04-05,12579
08/10/17,05-06,12863
08/10/17,06-07,13122
08/10/17,07-08,13483
08/10/17,08-09,13876
08/10/17,09-10,14088
08/10/17,10-11,13937
08/10/17,11-12,13660
08/10/17,12-13,13451
08/10/17,13-14,13274
08/10/17,14-15,13204
08/10/17,15-16,13401
08/10/17,16-17,13564
08/10/17,17-18,14026
08/10/17,18-19,14664
08/10/17,19-20,14657
08/10/17,20-21,14506
08/10/17,21-22,14038
08/10/17,22-23,13437
08/10/17,23-00,12924
09/10/17,00-01,12814
09/10/17,01-02,12617
09/10/17,02-03,12752
09/10/17,03-04,12937
09/10/17,04-05,13427
09/10/17,05-06,14759
09/10/17,06-07,16288
09/10/17,07-08,16552
09/10/17,08-09,16248
09/10/17,09-10,16000
09/10/17,10-11,15573
09/10/17,11-12,15289
09/10/17,12-13,15057
09/10/17,13-14,15124
09/10/17,14-15,15004
09/10/17,15-16,14946
09/10/17,16-17,14975
09/10/17,17-18,15373
09/10/17,18-19,15726
09/10/17,19-20,15598
09/10/17,20-21,15357
09/10/17,21-22,14774
09/10/17,22-23,14107
09/10/17,23-00,13568
10/10/17,00-01,13278
10/10/17,01-02,13304
10/10/17,02-03,13295
10/10/17,03-04,13290
10/10/17,04-05,13759
10/10/17,05-06,15183
10/10/17,06-07,16319
10/10/17,07-08,16390
10/10/17,08-09,16300
10/10/17,09-10,16080
10/10/17,10-11,15726
10/10/17,11-12,15556
10/10/17,12-13,15464
10/10/17,13-14,15541
10/10/17,14-15,15688
10/10/17,15-16,15671
10/10/17,16-17,15537
10/10/17,17-18,15538
10/10/17,18-19,15700
10/10/17,19-20,15493
10/10/17,20-21,15118
10/10/17,21-22,14442
10/10/17,22-23,13687
10/10/17,23-00,13134
11/10/17,00-01,12829
11/10/17,01-02,12743
11/10/17,02-03,12715
11/10/17,03-04,12847
11/10/17,04-05,13327
11/10/17,05-06,14573
11/10/17,06-07,16004
11/10/17,07-08,16253
11/10/17,08-09,16064
11/10/17,09-10,16059
11/10/17,10-11,15831
11/10/17,11-12,15922
11/10/17,12-13,15832
11/10/17,13-14,15731
11/10/17,14-15,15637
11/10/17,15-16,15719
11/10/17,16-17,15710
11/10/17,17-18,15808
11/10/17,18-19,15719
11/10/17,19-20,15402
11/10/17,20-21,15059
11/10/17,21-22,14376
11/10/17,22-23,13583
11/10/17,23-00,13147
12/10/17,00-01,12779
12/10/17,01-02,12645
12/10/17,02-03,12553
12/10/17,03-04,12506
12/10/17,04-05,12998
12/10/17,05-06,14036
12/10/17,06-07,15359
12/10/17,07-08,15772
12/10/17,08-09,15502
12/10/17,09-10,15506
12/10/17,10-11,15354
12/10/17,11-12,15232
12/10/17,12-13,15126
12/10/17,13-14,14922
12/10/17,14-15,14887
12/10/17,15-16,15042
12/10/17,16-17,15026
12/10/17,17-18,15258
12/10/17,18-19,15528
12/10/17,19-20,15269
12/10/17,20-21,14781
12/10/17,21-22,14300
12/10/17,22-23,13738
12/10/17,23-00,13301
13/10/17,00-01,12918
13/10/17,01-02,12877
13/10/17,02-03,12856
13/10/17,03-04,13024
13/10/17,04-05,13527
13/10/17,05-06,15040
13/10/17,06-07,16293
13/10/17,07-08,16524
13/10/17,08-09,16416
13/10/17,09-10,16203
13/10/17,10-11,15940
13/10/17,11-12,15801
13/10/17,12-13,15766
13/10/17,13-14,15486
13/10/17,14-15,15206
13/10/17,15-16,15231
13/10/17,16-17,15272
13/10/17,17-18,15574
13/10/17,18-19,15366
13/10/17,19-20,14778
13/10/17,20-21,14283
13/10/17,21-22,13802
13/10/17,22-23,13042
13/10/17,23-00,12641
14/10/17,00-01,12390
14/10/17,01-02,12253
14/10/17,02-03,12131
14/10/17,03-04,12203
14/10/17,04-05,12284
14/10/17,05-06,12464
14/10/17,06-07,13012
14/10/17,07-08,13398
14/10/17,08-09,14003
14/10/17,09-10,14221
14/10/17,10-11,14194
14/10/17,11-12,14016
14/10/17,12-13,13724
14/10/17,13-14,13763
14/10/17,14-15,13666
14/10/17,15-16,13724
14/10/17,16-17,13924
14/10/17,17-18,14402
14/10/17,18-19,14388
14/10/17,19-20,13985
14/10/17,20-21,13655
14/10/17,21-22,13180
14/10/17,22-23,12820
14/10/17,23-00,12594
15/10/17,00-01,12346
15/10/17,01-02,12161
15/10/17,02-03,12127
15/10/17,03-04,12117
15/10/17,04-05,12221
15/10/17,05-06,12381
15/10/17,06-07,12512
15/10/17,07-08,12846
15/10/17,08-09,13373
15/10/17,09-10,13691
15/10/17,10-11,13953
15/10/17,11-12,13965
15/10/17,12-13,13932
15/10/17,13-14,13926
15/10/17,14-15,13998
15/10/17,15-16,14103
15/10/17,16-17,14109
15/10/17,17-18,14255
15/10/17,18-19,14198
15/10/17,19-20,13972
15/10/17,20-21,13820
15/10/17,21-22,13155
15/10/17,22-23,12487
15/10/17,23-00,11944
16/10/17,00-01,11700
16/10/17,01-02,11626
16/10/17,02-03,11397
16/10/17,03-04,11584
16/10/17,04-05,12126
16/10/17,05-06,13605
16/10/17,06-07,14921
16/10/17,07-08,15245
16/10/17,08-09,15139
16/10/17,09-10,14841
16/10/17,10-11,14861
16/10/17,11-12,14737
16/10/17,12-13,14664
16/10/17,13-14,14507
16/10/17,14-15,14670
16/10/17,15-16,14782
16/10/17,16-17,14926
16/10/17,17-18,15171
16/10/17,18-19,15136
16/10/17,19-20,14518
16/10/17,20-21,14221
16/10/17,21-22,13695
16/10/17,22-23,12922
16/10/17,23-00,12609
17/10/17,00-01,12327
17/10/17,01-02,12109
17/10/17,02-03,12095
17/10/17,03-04,12189
17/10/17,04-05,12548
17/10/17,05-06,13833
17/10/17,06-07,15198
17/10/17,07-08,15475
17/10/17,08-09,15391
17/10/17,09-10,15351
17/10/17,10-11,15250
17/10/17,11-12,15200
17/10/17,12-13,15204
17/10/17,13-14,15163
17/10/17,14-15,15060
17/10/17,15-16,15170
17/10/17,16-17,15244
17/10/17,17-18,15439
17/10/17,18-19,15310
17/10/17,19-20,14933
17/10/17,20-21,14603
17/10/17,21-22,13906
17/10/17,22-23,13194
17/10/17,23-00,12609
18/10/17,00-01,12255
18/10/17,01-02,12224
18/10/17,02-03,12234
18/10/17,03-04,12411
18/10/17,04-05,12868
18/10/17,05-06,14189
18/10/17,06-07,15827
18/10/17,07-08,16019
18/10/17,08-09,15930
18/10/17,09-10,15729
18/10/17,10-11,15353
18/10/17,11-12,15031
18/10/17,12-13,14819
18/10/17,13-14,14836
18/10/17,14-15,14858
18/10/17,15-16,14846
18/10/17,16-17,15020
18/10/17,17-18,15414
18/10/17,18-19,15535
18/10/17,19-20,15406
18/10/17,20-21,15275
18/10/17,21-22,14829
18/10/17,22-23,14042
18/10/17,23-00,13533
19/10/17,00-01,13335
19/10/17,01-02,13252
19/10/17,02-03,13253
19/10/17,03-04,13385
19/10/17,04-05,13819
19/10/17,05-06,15439
19/10/17,06-07,16946
19/10/17,07-08,17245
19/10/17,08-09,17045
19/10/17,09-10,16859
19/10/17,10-11,16378
19/10/17,11-12,16092
19/10/17,12-13,15821
19/10/17,13-14,15809
19/10/17,14-15,15837
19/10/17,15-16,15992
19/10/17,16-17,16097
19/10/17,17-18,16440
19/10/17,18-19,16317
19/10/17,19-20,16201
19/10/17,20-21,15921
19/10/17,21-22,15287
19/10/17,22-23,14557
19/10/17,23-00,13889
20/10/17,00-01,13362
20/10/17,01-02,13240
20/10/17,02-03,13430
20/10/17,03-04,13531
20/10/17,04-05,13857
20/10/17,05-06,15106
20/10/17,06-07,16645
20/10/17,07-08,16905
20/10/17,08-09,16898
20/10/17,09-10,16762
20/10/17,10-11,16600
20/10/17,11-12,16447
20/10/17,12-13,16167
20/10/17,13-14,16036
20/10/17,14-15,16150
20/10/17,15-16,16020
20/10/17,16-17,16167
20/10/17,17-18,16308
20/10/17,18-19,16064
20/10/17,19-20,15679
20/10/17,20-21,15197
20/10/17,21-22,14679
20/10/17,22-23,14162
20/10/17,23-00,13641
21/10/17,00-01,13268
21/10/17,01-02,13078
21/10/17,02-03,12999
21/10/17,03-04,12923
21/10/17,04-05,13047
21/10/17,05-06,13335
21/10/17,06-07,13813
21/10/17,07-08,14429
21/10/17,08-09,15029
21/10/17,09-10,15354
21/10/17,10-11,15255
21/10/17,11-12,15168
21/10/17,12-13,15060
21/10/17,13-14,14949
21/10/17,14-15,14873
21/10/17,15-16,15046
21/10/17,16-17,15537
21/10/17,17-18,15771
21/10/17,18-19,15491
21/10/17,19-20,14940
21/10/17,20-21,14579
21/10/17,21-22,14218
21/10/17,22-23,13812
21/10/17,23-00,13544
22/10/17,00-01,13184
22/10/17,01-02,13109
22/10/17,02-03,13050
22/10/17,03-04,13011
22/10/17,04-05,13108
22/10/17,05-06,13336
22/10/17,06-07,13605
22/10/17,07-08,13968
22/10/17,08-09,14378
22/10/17,09-10,14803
22/10/17,10-11,14989
22/10/17,11-12,14902
22/10/17,12-13,14958
22/10/17,13-14,14968
22/10/17,14-15,15057
22/10/17,15-16,15046
22/10/17,16-17,15189
22/10/17,17-18,15576
22/10/17,18-19,15660
22/10/17,19-20,15503
22/10/17,20-21,15136
22/10/17,21-22,14705
22/10/17,22-23,14139
22/10/17,23-00,13539
23/10/17,00-01,13262
23/10/17,01-02,13230
23/10/17,02-03,13284
23/10/17,03-04,13521
23/10/17,04-05,14155
23/10/17,05-06,15498
23/10/17,06-07,17137
23/10/17,07-08,17595
23/10/17,08-09,17628
23/10/17,09-10,17286
23/10/17,10-11,17109
23/10/17,11-12,16857
23/10/17,12-13,16928
23/10/17,13-14,16875
23/10/17,14-15,16875
23/10/17,15-16,16846
23/10/17,16-17,16996
23/10/17,17-18,17224
23/10/17,18-19,16884
23/10/17,19-20,16692
23/10/17,20-21,16346
23/10/17,21-22,15815
23/10/17,22-23,14939
23/10/17,23-00,14324
24/10/17,00-01,14090
24/10/17,01-02,13985
24/10/17,02-03,13994
24/10/17,03-04,14005
24/10/17,04-05,14493
24/10/17,05-06,15797
24/10/17,06-07,17317
24/10/17,07-08,17817
24/10/17,08-09,17519
24/10/17,09-10,17333
24/10/17,10-11,17357
24/10/17,11-12,17240
24/10/17,12-13,17175
24/10/17,13-14,17094
24/10/17,14-15,17010
24/10/17,15-16,17075
24/10/17,16-17,17200
24/10/17,17-18,17469
24/10/17,18-19,17671
24/10/17,19-20,16962
24/10/17,20-21,16497
24/10/17,21-22,15774
24/10/17,22-23,14916
24/10/17,23-00,14283
25/10/17,00-01,13974
25/10/17,01-02,13792
25/10/17,02-03,13676
25/10/17,03-04,13660
25/10/17,04-05,14045
25/10/17,05-06,15280
25/10/17,06-07,16796
25/10/17,07-08,16997
25/10/17,08-09,16748
25/10/17,09-10,16660
25/10/17,10-11,16662
25/10/17,11-12,16613
25/10/17,12-13,16366
25/10/17,13-14,16209
25/10/17,14-15,16139
25/10/17,15-16,16290
25/10/17,16-17,16491
25/10/17,17-18,16714
25/10/17,18-19,16860
25/10/17,19-20,16466
25/10/17,20-21,15961
25/10/17,21-22,15275
25/10/17,22-23,14607
25/10/17,23-00,13952
26/10/17,00-01,13597
26/10/17,01-02,13546
26/10/17,02-03,13498
26/10/17,03-04,13585
26/10/17,04-05,14148
26/10/17,05-06,15452
26/10/17,06-07,17091
26/10/17,07-08,17348
26/10/17,08-09,17029
26/10/17,09-10,16518
26/10/17,10-11,16278
26/10/17,11-12,15993
26/10/17,12-13,15837
26/10/17,13-14,15909
26/10/17,14-15,15941
26/10/17,15-16,15998
26/10/17,16-17,16135
26/10/17,17-18,16458
26/10/17,18-19,16336
26/10/17,19-20,16162
26/10/17,20-21,15748
26/10/17,21-22,15102
26/10/17,22-23,14342
26/10/17,23-00,13850
27/10/17,00-01,13691
27/10/17,01-02,13545
27/10/17,02-03,13558
27/10/17,02-03,13515
27/10/17,03-04,14072
27/10/17,04-05,15433
27/10/17,05-06,17039
27/10/17,06-07,17360
27/10/17,07-08,17231
27/10/17,08-09,17029
27/10/17,09-10,16858
27/10/17,10-11,16436
27/10/17,11-12,16269
27/10/17,12-13,15930
27/10/17,13-14,16002
27/10/17,14-15,16063
27/10/17,15-16,16265
27/10/17,16-17,16269
27/10/17,17-18,15837
27/10/17,18-19,15398
27/10/17,19-20,15141
27/10/17,20-21,14583
27/10/17,21-22,13955
27/10/17,22-23,13593
27/10/17,23-00,13385
28/10/17,00-01,13125
28/10/17,01-02,12979
28/10/17,02-03,12985
28/10/17,03-04,13172
28/10/17,04-05,13465
28/10/17,05-06,14009
28/10/17,06-07,14518
28/10/17,07-08,15168
28/10/17,08-09,15458
28/10/17,09-10,15347
28/10/17,10-11,15144
28/10/17,11-12,14841
28/10/17,12-13,14881
28/10/17,13-14,14916
28/10/17,14-15,15182
28/10/17,15-16,15583
28/10/17,16-17,15818
28/10/17,17-18,15533
28/10/17,18-19,15110
28/10/17,19-20,14726
28/10/17,20-21,14539
28/10/17,21-22,14123
28/10/17,22-23,13904
28/10/17,23-00,13565
29/10/17,00-01,13168
29/10/17,01-02,13108
29/10/17,02-03,13411
29/10/17,03-04,13515
29/10/17,04-05,13574
29/10/17,05-06,14087
29/10/17,06-07,14382
29/10/17,07-08,14850
29/10/17,08-09,15206
29/10/17,09-10,15347
29/10/17,10-11,15308
29/10/17,11-12,15151
29/10/17,12-13,15120
29/10/17,13-14,15234
29/10/17,14-15,15418
29/10/17,15-16,15831
29/10/17,16-17,16282
29/10/17,17-18,16372
29/10/17,18-19,16298
29/10/17,19-20,16157
29/10/17,20-21,15849
29/10/17,21-22,15381
29/10/17,22-23,14922
29/10/17,23-00,14529
30/10/17,00-01,14305
30/10/17,01-02,14230
30/10/17,02-03,14346
30/10/17,03-04,14459
30/10/17,04-05,15190
30/10/17,05-06,16768
30/10/17,06-07,18065
30/10/17,07-08,18334
30/10/17,08-09,18162
30/10/17,09-10,17828
30/10/17,10-11,17652
30/10/17,11-12,17633
30/10/17,12-13,17733
30/10/17,13-14,17602
30/10/17,14-15,17804
30/10/17,15-16,18132
30/10/17,16-17,18391
30/10/17,17-18,18316
30/10/17,18-19,18104
30/10/17,19-20,17838
30/10/17,20-21,17495
30/10/17,21-22,16642
30/10/17,22-23,15644
30/10/17,23-00,15194
31/10/17,00-01,14856
31/10/17,01-02,14624
31/10/17,02-03,14542
31/10/17,03-04,14639
31/10/17,04-05,15177
31/10/17,05-06,16487
31/10/17,06-07,17940
31/10/17,07-08,18095
31/10/17,08-09,17993
31/10/17,09-10,17742
31/10/17,10-11,17337
31/10/17,11-12,17035
31/10/17,12-13,16705
31/10/17,13-14,16882
31/10/17,14-15,17197
31/10/17,15-16,17526
31/10/17,16-17,17727
31/10/17,17-18,17166
31/10/17,18-19,17036
31/10/17,19-20,16947
31/10/17,20-21,16575
31/10/17,21-22,15840
31/10/17,22-23,15040
31/10/17,23-00,14463
01/11/17,00-01,14099
01/11/17,01-02,13791
01/11/17,02-03,13750
01/11/17,03-04,13930
01/11/17,04-05,14474
01/11/17,05-06,15832
01/11/17,06-07,17298
01/11/17,07-08,17408
01/11/17,08-09,17126
01/11/17,09-10,17055
01/11/17,10-11,16877
01/11/17,11-12,16603
01/11/17,12-13,16699
01/11/17,13-14,16656
01/11/17,14-15,16730
01/11/17,15-16,17046
01/11/17,16-17,17159
01/11/17,17-18,16881
01/11/17,18-19,16773
01/11/17,19-20,16415
01/11/17,20-21,16019
01/11/17,21-22,15104
01/11/17,22-23,14331
01/11/17,23-00,13709
02/11/17,00-01,13300
02/11/17,01-02,13365
02/11/17,02-03,13582
02/11/17,03-04,13696
02/11/17,04-05,14186
02/11/17,05-06,15554
02/11/17,06-07,16901
02/11/17,07-08,17014
02/11/17,08-09,16879
02/11/17,09-10,16597
02/11/17,10-11,16386
02/11/17,11-12,16082
02/11/17,12-13,16196
02/11/17,13-14,16395
02/11/17,14-15,16589
02/11/17,15-16,17098
02/11/17,16-17,17175
02/11/17,17-18,17220
02/11/17,18-19,17106
02/11/17,19-20,16888
02/11/17,20-21,16630
02/11/17,21-22,16066
02/11/17,22-23,15362
02/11/17,23-00,14899
03/11/17,00-01,14530
03/11/17,01-02,14440
03/11/17,02-03,14538
03/11/17,03-04,14544
03/11/17,04-05,14959
03/11/17,05-06,16219
03/11/17,06-07,17741
03/11/17,07-08,17916
03/11/17,08-09,17782
03/11/17,09-10,17637
03/11/17,10-11,17235
03/11/17,11-12,16971
03/11/17,12-13,16729
03/11/17,13-14,16594
03/11/17,14-15,16837
03/11/17,15-16,17078
03/11/17,16-17,17347
03/11/17,17-18,17210
03/11/17,18-19,16835
03/11/17,19-20,16321
03/11/17,20-21,15832
03/11/17,21-22,15324
03/11/17,22-23,14807
03/11/17,23-00,14250
04/11/17,00-01,14038
04/11/17,01-02,13804
04/11/17,02-03,13848
04/11/17,03-04,13728
04/11/17,04-05,13898
04/11/17,05-06,14299
04/11/17,06-07,14744
04/11/17,07-08,15262
04/11/17,08-09,15966
04/11/17,09-10,16176
04/11/17,10-11,16083
04/11/17,11-12,15810
04/11/17,12-13,15683
04/11/17,13-14,15715
04/11/17,14-15,15850
04/11/17,15-16,16396
04/11/17,16-17,16577
04/11/17,17-18,16392
04/11/17,18-19,16114
04/11/17,19-20,15498
04/11/17,20-21,15091
04/11/17,21-22,14727
04/11/17,22-23,14293
04/11/17,23-00,13938
05/11/17,00-01,13515
05/11/17,01-02,13382
05/11/17,02-03,13277
05/11/17,03-04,13166
05/11/17,04-05,13213
05/11/17,05-06,13415
05/11/17,06-07,13712
05/11/17,07-08,14231
05/11/17,08-09,14892
05/11/17,09-10,15215
05/11/17,10-11,15435
05/11/17,11-12,15437
05/11/17,12-13,15465
05/11/17,13-14,15529
05/11/17,14-15,15750
05/11/17,15-16,16020
05/11/17,16-17,16129
05/11/17,17-18,16124
05/11/17,18-19,15985
05/11/17,19-20,15946
05/11/17,20-21,15874
05/11/17,21-22,15273
05/11/17,22-23,14627
05/11/17,23-00,14288
06/11/17,00-01,13907
06/11/17,01-02,13669
06/11/17,02-03,13771
06/11/17,03-04,14056
06/11/17,04-05,14653
06/11/17,05-06,16176
06/11/17,06-07,17820
06/11/17,07-08,18252
06/11/17,08-09,17939
06/11/17,09-10,17655
06/11/17,10-11,17344
06/11/17,11-12,17263
06/11/17,12-13,17165
06/11/17,13-14,17111
06/11/17,14-15,17348
06/11/17,15-16,17947
06/11/17,16-17,18152
06/11/17,17-18,18214
06/11/17,18-19,18077
06/11/17,19-20,17777
06/11/17,20-21,17279
06/11/17,21-22,16599
06/11/17,22-23,15798
06/11/17,23-00,15336
07/11/17,00-01,14915
07/11/17,01-02,14734
07/11/17,02-03,14738
07/11/17,03-04,14874
07/11/17,04-05,15464
07/11/17,05-06,16916
07/11/17,06-07,18427
07/11/17,07-08,18764
07/11/17,08-09,18635
07/11/17,09-10,18468
07/11/17,10-11,18152
07/11/17,11-12,17871
07/11/17,12-13,17782
07/11/17,13-14,17685
07/11/17,14-15,17871
07/11/17,15-16,18250
07/11/17,16-17,18244
07/11/17,17-18,17976
07/11/17,18-19,17797
07/11/17,19-20,17467
07/11/17,20-21,17060
07/11/17,21-22,16404
07/11/17,22-23,15484
07/11/17,23-00,14663
08/11/17,00-01,14337
08/11/17,01-02,14096
08/11/17,02-03,14086
08/11/17,03-04,14248
08/11/17,04-05,14707
08/11/17,05-06,16107
08/11/17,06-07,17705
08/11/17,07-08,17943
08/11/17,08-09,17734
08/11/17,09-10,17613
08/11/17,10-11,17461
08/11/17,11-12,17234
08/11/17,12-13,16958
08/11/17,13-14,17186
08/11/17,14-15,17424
08/11/17,15-16,17838
08/11/17,16-17,17889
08/11/17,17-18,17613
08/11/17,18-19,17211
08/11/17,19-20,16826
08/11/17,20-21,16440
08/11/17,21-22,15703
08/11/17,22-23,14769
08/11/17,23-00,14183
09/11/17,00-01,13957
09/11/17,01-02,13847
09/11/17,02-03,13849
09/11/17,03-04,13878
09/11/17,04-05,14082
09/11/17,05-06,15446
09/11/17,06-07,16600
09/11/17,07-08,16918
09/11/17,08-09,17006
09/11/17,09-10,17104
09/11/17,10-11,17069
09/11/17,11-12,17004
09/11/17,12-13,16942
09/11/17,13-14,16846
09/11/17,14-15,17056
09/11/17,15-16,17516
09/11/17,16-17,17553
09/11/17,17-18,17299
09/11/17,18-19,17368
09/11/17,19-20,17088
09/11/17,20-21,16729
09/11/17,21-22,16076
09/11/17,22-23,15294
09/11/17,23-00,14881
10/11/17,00-01,14474
10/11/17,01-02,14280
10/11/17,02-03,14333
10/11/17,03-04,14489
10/11/17,04-05,15026
10/11/17,05-06,16336
10/11/17,06-07,17951
10/11/17,07-08,18466
10/11/17,08-09,18105
10/11/17,09-10,18161
10/11/17,10-11,18039
10/11/17,11-12,18067
10/11/17,12-13,18009
10/11/17,13-14,17851
10/11/17,14-15,17841
10/11/17,15-16,18181
10/11/17,16-17,18385
10/11/17,17-18,18197
10/11/17,18-19,17764
10/11/17,19-20,17266
10/11/17,20-21,16815
10/11/17,21-22,16157
10/11/17,22-23,15679
10/11/17,23-00,15489
11/11/17,00-01,15175
11/11/17,01-02,15005
11/11/17,02-03,14975
11/11/17,03-04,15102
11/11/17,04-05,15178
11/11/17,05-06,15605
11/11/17,06-07,16143
11/11/17,07-08,16788
11/11/17,08-09,17261
11/11/17,09-10,17512
11/11/17,10-11,17401
11/11/17,11-12,16953
11/11/17,12-13,16731
11/11/17,13-14,16793
11/11/17,14-15,17184
11/11/17,15-16,17761
11/11/17,16-17,18135
11/11/17,17-18,18013
11/11/17,18-19,17800
11/11/17,19-20,17288
11/11/17,20-21,16874
11/11/17,21-22,16391
11/11/17,22-23,15976
11/11/17,23-00,15733
12/11/17,00-01,15381
12/11/17,01-02,15168
12/11/17,02-03,15183
12/11/17,03-04,15219
12/11/17,04-05,15285
12/11/17,05-06,15397
12/11/17,06-07,15737
12/11/17,07-08,16473
12/11/17,08-09,17112
12/11/17,09-10,17200
12/11/17,10-11,17126
12/11/17,11-12,16963
12/11/17,12-13,16764
12/11/17,13-14,16823
12/11/17,14-15,17179
12/11/17,15-16,17614
12/11/17,16-17,17707
12/11/17,17-18,17705
12/11/17,18-19,17579
12/11/17,19-20,17400
12/11/17,20-21,17044
12/11/17,21-22,16501
12/11/17,22-23,15832
12/11/17,23-00,15250
13/11/17,00-01,15032
13/11/17,01-02,15022
13/11/17,02-03,14933
13/11/17,03-04,15151
13/11/17,04-05,15981
13/11/17,05-06,17610
13/11/17,06-07,19140
13/11/17,07-08,19373
13/11/17,08-09,19288
13/11/17,09-10,19025
13/11/17,10-11,18773
13/11/17,11-12,18587
13/11/17,12-13,18648
13/11/17,13-14,18670
13/11/17,14-15,19108
13/11/17,15-16,19456
13/11/17,16-17,19512
13/11/17,17-18,19231
13/11/17,18-19,19048
13/11/17,19-20,18842
13/11/17,20-21,18569
13/11/17,21-22,17849
13/11/17,22-23,16948
13/11/17,23-00,16197
14/11/17,00-01,15910
14/11/17,01-02,15741
14/11/17,02-03,15755
14/11/17,03-04,15870
14/11/17,04-05,16289
14/11/17,05-06,17846
14/11/17,06-07,19566
14/11/17,07-08,19912
14/11/17,08-09,19552
14/11/17,09-10,19553
14/11/17,10-11,19335
14/11/17,11-12,19112
14/11/17,12-13,18838
14/11/17,13-14,18776
14/11/17,14-15,18949
14/11/17,15-16,19529
14/11/17,16-17,19565
14/11/17,17-18,19353
14/11/17,18-19,18981
14/11/17,19-20,18654
14/11/17,20-21,18229
14/11/17,21-22,17373
14/11/17,22-23,16550
14/11/17,23-00,15916
15/11/17,00-01,15483
15/11/17,01-02,15150
15/11/17,02-03,15260
15/11/17,03-04,15398
15/11/17,04-05,16020
15/11/17,05-06,17534
15/11/17,06-07,18882
15/11/17,07-08,19020
15/11/17,08-09,18858
15/11/17,09-10,18916
15/11/17,10-11,18504
15/11/17,11-12,18222
15/11/17,12-13,18035
15/11/17,13-14,18127
15/11/17,14-15,18411
15/11/17,15-16,18969
15/11/17,16-17,19038
15/11/17,17-18,18878
15/11/17,18-19,18666
15/11/17,19-20,18387
15/11/17,20-21,18025
15/11/17,21-22,17269
15/11/17,22-23,16521
15/11/17,23-00,16005
16/11/17,00-01,15551
16/11/17,01-02,15394
16/11/17,02-03,15565
16/11/17,03-04,15770
16/11/17,04-05,16109
16/11/17,05-06,17622
16/11/17,06-07,19256
16/11/17,07-08,19257
16/11/17,08-09,18982
16/11/17,09-10,18883
16/11/17,10-11,18720
16/11/17,11-12,18797
16/11/17,12-13,18777
16/11/17,13-14,18768
16/11/17,14-15,18938
16/11/17,15-16,19153
16/11/17,16-17,18862
16/11/17,17-18,18577
16/11/17,18-19,18372
16/11/17,19-20,18149
16/11/17,20-21,17630
16/11/17,21-22,16911
16/11/17,22-23,16058
16/11/17,23-00,15678
17/11/17,00-01,15431
17/11/17,01-02,15221
17/11/17,02-03,15250
17/11/17,03-04,15391
17/11/17,04-05,15867
